Trig Name,STATION NAME,New Name,EASTING,NORTHING,HEIGHT,ORDER,TYPE OF MARK,SECONDARY COMPUTING BLOCK,Computing Date,Maintained,CLASS OF LEVELLING,Date of Levelling,LEVELLING DATUM,DESTROYED MARK INDICATOR,COMMENTS
Shotts Resr,NS77/T66,NS77T066,288002.49,661331.98,250.377,3,PILLAR,NS77,01/06/1947,01/08/1971,1,01/06/1964,N,1,Destroyed 01/92
Shotwick Ch Twr,SD30/T396,SD30T396,333667,371765.25,0,4,BOLT,SD30,01/06/1958,01/07/1960,0,,,0,
Shotwick Ch Twr,SD30/T396,SD30T396,333668.6,371765.41,0,4,FLAGSTAFF,SD30,01/06/1958,01/07/1960,0,,,0,
Shoulsbarrow Common,SS72/T44,SS72T044,270673.61,139167.83,473.72,3,PILLAR,SS72,01/06/1949,01/05/1976,1,01/06/1971,N,0,
Show Field,SS72/T67,SS72T067,271765.44,125201,0,3,BURIED BLK,SS72,01/06/1949,01/06/1976,0,,,0,
Shraleybrook Road,SJ95/T125,SJ95T125,378805.07,349204.94,0,3,BLOCK,A004,01/06/1987,01/03/1960,0,,,0,
Shraleybrook Road,SJ95/T125,SJ95T125,378805.07,349204.92,0,4,BLOCK,A004,01/06/1979,,0,,,1,Refixed 1987
Shraleybrook Road,SJ95/T125,SJ95T125,378805.05,349204.96,0,4,BLOCK,SJ95,01/06/1955,,0,,,1,Refixed 1979
Shrawardine Resr,SJ44/T56,SJ44T056,340235.48,315174.32,97.212,3,PILLAR,SJ44,01/06/1948,01/06/1982,1,01/01/1954,N,0,16/06/2002
Shray Hill,SJ44/T57,SJ44T057,365928.71,319544.35,79.113,3,PILLAR,SJ44,01/06/1950,01/05/1982,1,01/05/1961,N,0,
Shrewsbury Cemetery Sp,SJ44/INT5,SJ44I005,348762.57,311364.69,0,3,SPIRE,SJ44,01/06/1948,01/11/1972,0,,,0,
Shrewsbury House,TQ47/T59,TQ47T059,544071.13,176992.48,0,3,BOLT,TQ47,01/06/1945,01/07/1980,0,,,0,
Shrewsbury Market Clock Twr Vane,SJ44/INT34,SJ44I034,348988.22,312486.34,0,4,VANE,SJ44,01/06/1980,,0,,,0,
Shrewsbury St Marys Ch Sp,SJ44/INT7,SJ44I007,349314.44,312593.25,0,3,SPIRE,SJ44,01/06/1948,01/11/1972,0,,,0,
Shripney Bersted,TQ00/T72,TQ00T072,493016.14,102298.08,3.822,4,PILLAR,TQ00,01/06/1949,,1,01/08/1950,N,1,Refixed 1986
Shripney Bersted,TQ00/T72,TQ00T072,493016.16,102298.22,0,3,PILLAR,TQ00,01/04/1986,01/11/1979,0,,,0,
Shripney Caravan Site,TQ00/T147,TQ00T147,494067.26,101395.36,0,4,BLOCK,TQ00,01/06/1949,,0,,,1,Dest 1972
Shrivenham Ch Twr,SU19/T58,SU19T058,424080.15,189077.54,0,3,BOLT,SU19,01/06/1951,01/02/1982,0,,,0,
Shrivenham Ch Twr,SU19/T58,SU19T058,424078.34,189078.01,0,3,CENTRE,SU19,01/06/1951,01/02/1982,0,,,0,
Shrivenham Ch Twr,SU19/T58,SU19T058,424076.2,189074.39,0,3,FLAGSTAFF,SU19,01/06/1982,01/06/1982,0,,,0,
Shrivenham Ch Twr,SU19/T58,SU19T058,424078.34,189078.01,0,3,FLAGSTAFF,SU19,01/06/1951,,0,,,1,Refixed 1982
Shrivenham Ch Twr,SU19/T58,SU19T058,424078.35,189078.02,0,3,VANE,SU19,01/06/1982,01/06/1982,0,,,0,
Shrivenham Road,SU19/T39,SU19T039,417184.42,186110.82,0,3,RIVET,SU19,01/06/1951,,0,,,1,Dest 04/63
Shrivenham Road Aux,SU19/T67,SU19T067,417194.4,186113.3,0,3,BLOCK,SU19,01/06/1951,,0,,,1,Dest 04/63
Shropham Ch Twr,TF92/9,TF92S009,598461.913,292785.572,0,2,BOLT,TF92,01/06/1938,01/05/1965,0,,,0,
Shropham Ch Twr,TF92/9,TF92S009,598462.7,292785.67,0,3,CENTRE,TF92,01/06/1938,01/05/1965,0,,,0,
Shropham Ch Twr,TF92/9,TF92S009,598462.7,292785.67,0,3,OLD TRIG,TF92,01/06/1938,01/05/1965,0,,,0,
Shropshire Bank,SJ44/T58,SJ44T058,359589.46,342711.92,98.173,3,PILLAR,SJ44,01/06/1948,01/09/1978,1,01/07/1957,N,0,PILLAR REPORTED OFF PLUMB
Shropshire Maltings,SJ44/T160,SJ44T160,349879.46,313841.28,0,4,BOLT,SJ44,01/06/1958,01/11/1961,0,,,0,ACCESS PROBLEMS-See file
Shropshire Maltings,SJ44/T160,SJ44T160,349879.18,313841.53,0,4,CENTRE,SJ44,01/06/1958,01/11/1961,0,,,0,ACCESS PROBLEMS See file
Shropshire Maltings,SJ44/T160,SJ44T160,349879.18,313841.53,0,4,L'NING C,SJ44,01/06/1958,01/11/1961,0,,,0,ACCESS PROBLEMS-See file
Shrub End Ch Sp,TM23/INT26,TM23I026,597042.8,223160.05,0,4,SPIRE,TM23,01/06/1949,01/12/1959,0,,,0,
Shrub Hill,TR26/T178,TR26T178,613755.27,164752.1,0,4,BLOCK,TR26,01/06/1955,,0,,,0,
Shuart,TR26/T94,TR26T094,626976.84,167793.65,0,4,BLOCK,TR26,01/06/1951,,0,,,0,
Shudy Camps Wtr Twr,TL74/T82,TL74T082,562371.71,245189.89,0,3,RIVET,TL74,01/11/1986,,0,,,0,
Shuna Island,NM52/H266,NM52H266,192014.97,749731.08,0,4,BLOCK,NM52,01/06/1960,,0,,,0,
Shuna Island,NM52/H266,NM52H266,192014.97,749731.08,0,4,OLD TRIG,NM52,01/06/1960,,0,,,0,
Shurdington Parish Ch Sp,SO92/INT46,SO92I046,392103.22,218824.83,0,4,SPIRE,SO92,01/06/1950,01/08/1962,0,,,0,
Shurland,PP191,PP191,600157.97,171679.966,61.078,1,PILLAR,FIG5,01/06/1938,01/01/1975,1,01/12/1951,N,0,
Shustoke Ch Sp,SP38/INT73,SP38I073,424282.73,290989.02,0,4,SPIRE,SK10,01/06/1952,01/05/1961,0,,,0,
Shustoke Farm,SJ90/T119,SJ90T119,403711.85,295795.92,0,4,BURIED BLK,SJ90,01/06/1951,,0,,,1,Dest 10/82
Shute Hill,ST11/T66,ST11T066,325592.15,97803.02,163.705,3,PILLAR,ST11,01/06/1947,01/11/1978,1,01/09/1951,N,0,
Shutlanehead,SJ95/T111,SJ95T111,381969.92,342762.63,0,4,BOLT,SJ95,01/06/1954,,0,,,1,Dest 12/59
Shutlingsloe,SK08/7,SK08S007,397645.095,369573.83,506.028,2,PILLAR,SK08,01/06/1948,01/11/1978,1,01/06/1970,N,0,visited 24/02/02
Shuttle Eye Colly,SE22/T63,SE22T063,422184.27,415534.36,0,3,BOLT,SE22,01/06/1947,,0,,,1,Dest 07/84
Shuttleworth College Twr,TL05/T39,TL05T039,514653.08,244236.53,0,3,BOLT,TL05,01/06/1955,01/06/1975,0,,,0,
Shuttleworth College Twr,TL05/T39,TL05T039,514650.78,244237.86,0,3,CENTRE,TL05,01/06/1955,01/06/1975,0,,,0,
Shuttleworth College Twr,TL05/T39,TL05T039,514650.78,244237.86,0,3,FLAGSTAFF,TL05,01/06/1955,01/06/1975,0,,,0,
Shuttocks Hill,SO45/T31,SO45T031,350027.8,264933.22,113.69,3,PILLAR,SO45,01/06/1954,01/06/1976,2,01/06/1954,N,0,
Sian Llwyd,SH95/18,SH95S018,299584.671,331382.061,648.614,2,PILLAR,SH95,01/06/1958,01/06/1980,2,01/06/1958,N,0,
Sibden Hill,SU31/T253,SU31T253,457378.17,81321.12,0,4,BLOCK,SU31,01/06/1949,,0,,,1,Dest 10/74
Sibden Hill,SU31/T253,SU31T253,457368.77,81321.95,0,4,FLAGSTAFF,SU31,01/06/1949,,0,,,1,Destroyed 10/74
Sibleys Wtr Twr,PP434,PP434,556480.193,229994.444,140.899,1,L'NING C,FIG5,01/06/1938,01/07/1975,2,01/06/1989,N,0,SUITABLE FOR GPS 12/7/89
Sibsey Ch Twr,TF05/28,TF05S028,535426.542,350743.387,0,2,BOLT,TF05,01/06/1950,01/04/1981,0,,,0,
Sibsey Ch Twr,TF05/28,TF05S028,535428.09,350742.21,0,3,CENTRE,TF05,01/06/1950,01/04/1981,0,,,0,
Sibson Wtr Tank,TL08/8,TL08S008,508682.92,296510.88,0,3,CENTRE,TL08,01/06/1954,,0,,,1,Dest 08/59
Sibson Wtr Tank,TL08/8,TL08S008,508682.495,296508.352,0,2,RIVET,TL08,01/06/1954,,0,,,1,Dest 08/59
Sid,ST11/T92,ST11T092,313234.75,88539.4,0,4,BLOCK,ST11,01/06/1948,,0,,,1,Dest 04/84
Sidac Works,SD30/T329,SD30T329,353045.9,393707.74,0,4,FLAGSTAFF,SD30,01/06/1974,,0,,,1,Dest 01/85
Sidac Works,SD30/T329,SD30T329,353045.96,393707.89,0,4,FLAGSTAFF,SD30,01/06/1962,,0,,,1,Refixed 1974
Sidac Works,SD30/T329,SD30T329,353044.92,393704.98,0,4,FLAGSTAFF,SD30,01/06/1955,,0,,,1,Dest 10/62
Sidac Works,SD30/T329,SD30T329,353049.86,393709.5,0,4,RIVET,SD30,01/06/1974,,0,,,1,Dest 01/85
Sidac Works,SD30/T329,SD30T329,353049.92,393709.65,0,4,RIVET,SD30,01/06/1955,,0,,,1,Refixed 1974
Sidbury,SU15/45,SU15S045,421209.167,150811.216,187.811,2,PILLAR,SU15,01/06/1938,01/07/1976,1,01/03/1958,N,0,
Side Farm,SK58/T74,SK58T074,450218.6,388166.11,0,4,BURIED BLK,SK39,01/06/1954,01/07/1962,0,,,0,
Side Hill,NS77/T79,NS77T079,233844.97,669592.44,175.26,3,PILLAR,NS77,01/06/1947,01/08/1978,2,01/06/1952,N,0,
Sidebeet Lane,SD74/T95,SD74T095,371080.16,429538.2,0,4,BLOCK,SD74,01/06/1953,,0,,,1,Dest 06/75
Sidegate Lane,TL05/T79,TL05T079,491378.17,270085.19,0,4,BURIED BLK,TL05,01/06/1963,,0,,,1,Destroyed 02/90
Sidestrand Ch Twr,TG12/T46,TG12T046,625951.81,339711.5,0,3,BOLT,TG12,01/06/1950,01/07/1981,0,,,0,
Sidestrand Ch Twr,TG12/T46,TG12T046,625951.16,339712.32,0,3,FLAGSTAFF,TG12,01/06/1950,01/03/1972,0,,,0,
Sidford Ch Belfry Vane,ST11/INT19,ST11I019,313657,90007.17,0,4,VANE,ST11,01/06/1948,,0,,,0,
Sidley Green Ch Turret,TQ53/T118,TQ53T118,573810.58,109240.54,0,4,BOLT,TQ53,01/06/1951,,0,,,0,
Sidley Green Ch Turret,TQ53/T118,TQ53T118,573809.28,109239.68,0,4,FLAGSTAFF,TQ53,01/06/1951,,0,,,0,
Sidlowbridge Road,TQ47/T558,TQ47T558,525998.64,146587.05,0,4,BLOCK,TQ47,01/06/1958,,0,,,1,Dest 09/71
Sidmouth Ch St Nicholas,ST11/T93,ST11T093,312534.8,87369.79,0,4,BOLT,ST11,01/06/1948,,0,,,1,Dest 09/75
Sidmouth Ch St Nicholas,ST11/T93,ST11T093,312536.4,87370.08,0,4,CENTRE,ST11,01/06/1950,,0,,,0,
Sidmouth Ch St Nicholas,ST11/T93,ST11T093,312538.7,87366.78,0,4,VANE,ST11,01/06/1948,,0,,,0,
Siemens Twr,TQ47/T296,TQ47T296,541777.55,179177.33,0,3,BOLT,TQ47,01/06/1945,,0,,,1,Dest 03/59
Sighthill,NS77/T268,NS77T268,296232.22,678193.03,0,4,BURIED BLK,NS77,01/06/1952,01/09/1958,0,,,0,
Sighthill Ch Sp,NS77/INT27,NS77I027,260341.43,667336.59,0,3,SPIRE,NS77,01/06/1947,,0,,,1,Dest 4/84
Sigingstone Resr,ST07/24,ST07S024,296968.21,172253.489,96.612,2,PILLAR,ST07,01/06/1939,01/02/1981,1,01/10/1961,N,0,
Signal Mast,SU31/INT77,SU31I077,442750.26,109471.42,0,4,MAST,SU31,01/06/1945,,0,,,1,Dest 10/77
Silchester Court,TQ47/T158,TQ47T158,531186.37,168009.88,0,3,BOLT,TQ47,01/06/1945,01/07/1980,0,,,0,
Silcocks Farm,TQ94/T127,TQ94T127,587812.52,135172.6,0,4,BURIED BLK,TQ94,01/06/1955,,0,,,0,
Silk Hill,SU15/44,SU15S044,418516.463,146882.841,143.198,2,PILLAR,SU15,01/06/1938,01/01/1978,1,01/03/1958,N,0,
Silk Willoughby Ch Sp,TF05/INT27,TF05I027,505709.43,343004.58,0,3,SPIRE,TF05,01/06/1950,01/11/1980,0,,,0,
Silkstone No 1 Tunnel,SE22/T190,SE22T190,428754.3,403920.4,187.537,4,BLOCK,SE22,01/06/1954,01/04/1961,1,01/08/1959,N,0,
Silksworth Colly,NZ29/T194,NZ29T194,437721.9,554013.81,0,4,BOLT,NZ29,01/06/1951,,0,,,1,Dest 11/75
Silloth Ch Sp,NY45/INT8,NY45I008,311022.36,553692.82,0,3,SPIRE,NY45,01/06/1953,01/04/1977,0,,,0,
Sillyearn Wood,NJ45/T40,NJ45T040,351069.29,852565.11,228.904,3,PILLAR,NJ45,01/06/1953,01/06/1987,2,01/06/1953,N,0,
Silsoe Ch Twr,TL05/T40,TL05T040,508240.88,235585.96,0,3,BOLT,TL05,01/06/1955,01/06/1975,0,,,0,
Silsoe Ch Twr,TL05/T40,TL05T040,508240.6,235586.51,0,3,CENTRE,TL05,01/06/1955,01/06/1975,0,,,0,
Silsoe Ch Twr,TL05/T40,TL05T040,508236.29,235591.99,0,3,FLAGSTAFF,TL05,01/06/1955,,0,,,1,Dest 06/75
Silsoe Ch Twr,TL05/T40,TL05T040,508240.6,235586.51,0,3,VANE,TL05,01/06/1955,01/06/1975,0,,,0,
Silt Lane Farm,TF05/T47,TF05T047,529404.12,347393.36,5.507,3,PILLAR,TF05,01/06/1950,01/05/1981,1,01/06/1965,N,0,
Silton Ch Twr,ST70/T134,ST70T134,378255.23,129346.58,0,4,BOLT,ST70,01/06/1951,01/10/1978,0,,,0,
Silton Ch Twr,ST70/T134,ST70T134,378255.23,129346.58,0,4,CENTRE,ST70,01/06/1951,01/10/1978,0,,,0,
Silver Hill,NZ29/T234,NZ29T234,418588.01,584495.49,0,4,BURIED BLK,NZ29,01/06/1954,,0,,,1,Destroyed 06/87
Silver Hill,TQ53/17,TQ53S017,574266.517,125761.554,117.524,2,PILLAR,TQ53,01/06/1949,,1,01/01/1951,N,1,Dest 03/65
Silver Hill,TQ94/T95,TQ94T095,582435.16,154688.51,0,4,BLOCK,TQ94,01/06/1955,,0,,,1,Destroyed 01/92
Silver Hill Resr,TQ53/T216,TQ53T216,574271.1,125761.84,119.42,3,BOLT,TQ53,01/06/1965,01/10/1985,1,01/02/1971,N,0,Ht to bolt in block
Silver Street School Sp,TQ47/INT159,TQ47I159,532808.68,192646.77,0,3,SPIRE,TQ47,01/06/1945,,0,,,1,Dest 09/75
Silverburn,NT48/T159,NT48T159,319962.09,660264.18,0,4,BURIED BLK,NT48,01/06/1954,,0,,,0,
Silvercraigs,NS29/T75,NS29T075,189369.07,684568.12,59.436,3,PILLAR,NS29,01/06/1957,01/06/1981,2,01/06/1956,N,0,
Silverdale Ch Sp,SJ95/INT24,SJ95I024,381790.32,346704.21,0,3,SPIRE,A004,01/06/1987,01/03/1960,0,,,0,
Silverdale Ch Sp,SJ95/INT24,SJ95I024,381790.04,346704.14,0,4,SPIRE,A004,01/06/1979,,0,,,1,Refixed 1987
Silverdale Ch Sp,SJ95/INT24,SJ95I024,381788.65,346704.11,0,4,SPIRE,SJ95,01/06/1948,,0,,,1,Refixed 1979
Silverhill Colly Headgear,SK56/T45,SK56T045,447134.59,361620.13,0,4,BOLT,SK56,01/06/1953,,0,,,1,Dest 1/68
Silverstone,SP74/T46,SP74T046,467070.34,242436.35,151.735,3,PILLAR,SP74,01/06/1960,01/03/1987,1,01/07/1967,N,0,
Silverstone Wtr Tank,SP74/T25,SP74T025,467063.66,242115.12,0,3,BOLT,SP74,01/06/1955,01/03/1987,0,,,0,
Silverwood House,SE73/T64,SE73T064,457292.3,402417.57,0,3,AERIAL,A001,01/06/1988,01/06/1988,0,,,0,NCE 88 ADJ
Silverwood House,SE73/T64,SE73T064,457301.99,402427.01,59.799,13,RIVET,A001,01/06/1988,,3,01/06/1988,N,0,GPS HEIGHT NCE 88
Silverwood House,SE73/T64,SE73T064,457301.98,402427.05,0,4,RIVET,SE73,01/06/1980,,0,,,1,
Simmons Flour Mill,TL05/T169,TL05T169,491869.22,225619.69,0,4,FLAGSTAFF,TL05,01/06/1965,,0,,,1,Dest 6/84
Simmons Flour Mill,TL05/T169,TL05T169,491867.29,225617.86,0,4,RIVET,TL05,01/06/1965,,0,,,1,Dest 6/84
Simon Howe,NZ42/44,NZ42S044,483121.859,498195.565,260.299,2,PILLAR,NZ42,01/06/1948,01/06/1984,2,01/06/1948,N,0,
Simons Seat,SD96/15,SD96S015,407891.361,459807.777,485.241,2,PILLAR,SD96,01/06/1951,01/10/1986,2,01/06/1951,N,0,18/08/2002
Simonside Slag Heap,NZ29/T172,NZ29T172,435208.44,564561.85,0,4,BLOCK,NZ29,01/06/1950,,0,,,1,Dest 02/58
Simonswood Hall Farm,SD30/T370,SD30T370,341809.12,401521.12,0,4,BURIED BLK,SD30,01/06/1956,01/12/1960,0,,,0,
Simonswood Moss,SD30/T373,SD30T373,344465.74,399603.25,0,4,BLOCK,SD30,01/06/1956,01/12/1960,0,,,0,
Simplemarsh,TQ08/T209,TQ08T209,503597.38,164677.83,0,4,BLOCK,TQ08,01/06/1959,,0,,,0,BLOCK NOT FOUND    18 08 92
Simplex,SJ95/T51,SJ95T051,395000.7,340869.15,0,4,BOLT,SJ95,01/06/1949,,0,,,1,Dest 11/53
Simplex,SJ95/T51,SJ95T051,395000.77,340869.05,0,4,RIVET,SJ95,01/06/1954,,0,,,1,Dest 11/77
Sinai,SK22/T6,SK22T006,421596.32,322758.79,0,4,BLOCK,SK22,01/06/1949,,0,,,1,Refixed 9/88
Sinai,SK22/T6,SK22T006,421596.12,322758.85,0,4,BLOCK,SK22,01/09/1988,01/11/1960,0,,,0,
Sinclairtown Ch Twr,NT48/11,NT48S011,329486.491,693499.167,0,2,BOLT,NT48,01/06/1943,01/04/1970,0,,,0,
Sinclairtown Ch Twr,NT48/11,NT48S011,329487.75,693499.3,0,3,CENTRE,NT48,01/06/1943,01/04/1970,0,,,0,CHECKED 1987
Sindals Lane,TQ87/T70,TQ87T070,578155.76,162192.87,0,4,BURIED BLK,TQ87,01/06/1950,,0,,,1,Dest 06/82
Sinfin Moor Railway Bridge,SK34/T41,SK34T041,437142.82,330758.03,49.92,4,BLOCK,SK34,01/06/1966,,1,01/06/1967,N,0,
Sinfin School,SK34/T32,SK34T032,434938.1,332038.85,0,4,BOLT,SK34,01/06/1947,01/03/1961,0,,,0,
Singer Factory Clock Twr Fs,NS77/INT28,NS77I028,249438.05,670703.1,0,3,FLAGSTAFF,NS77,01/06/1947,,0,,,1,Dest 6/63
Singer Motor Works,SK10/T12,SK10T012,410719.73,285147.7,0,3,BOLT,SK10,01/06/1947,,0,,,1,Dest 1/85
Singer Motor Works,SK10/T12,SK10T012,410720.81,285144.34,0,3,FLAGSTAFF,SK10,01/06/1947,,0,,,1,Dest 5/73
Singledge Wtr Tank,TR26/T186,TR26T186,628580.91,146129.4,0,4,CENTRE,TR26,01/06/1953,01/04/1964,0,,,0,
Singledge Wtr Tank,TR26/T186,TR26T186,628580.91,146129.4,0,4,L'NING C,TR26,01/06/1953,01/04/1964,0,,,0,
Singledge Wtr Tank,TR26/T186,TR26T186,628581.23,146129.47,0,4,VENT,TR26,01/06/1953,01/04/1964,0,,,0,Centre of vent hole
Singleton Park,SD47/34,SD47S034,338029.95,439024.355,0,2,BOLT,SD47,01/06/1950,01/12/1980,0,,,0,
Singleton Park,SD47/34,SD47S034,338030.09,439023.67,0,3,CENTRE,SD47,01/06/1950,01/12/1980,0,,,0,
Singleton Park,SD47/34,SD47S034,338032.05,439022.24,0,3,FLAGSTAFF,SD47,01/06/1950,01/12/1980,0,,,0,
Sinniness,NX56/DM/T38,NX56T038,222770.04,551771.68,76.178,3,PILLAR,NX56,01/06/1958,01/05/1985,1,01/03/1956,N,0,
Sinton Farm,SO96/T49,SO96T049,385437.32,263316.52,69.863,3,PILLAR,SO96,01/06/1948,01/06/1983,1,01/08/1959,N,0,
Sir H Macdonald Meml Twr,NH54/T32,NH54T032,254920.24,858417.85,0,3,FLAGSTAFF,NH54,01/06/1955,01/05/1988,0,,N,0,
Sir H Macdonald Meml Twr,NH54/T32,NH54T032,254918.86,858417.91,78.028,3,RIVET,NH54,01/06/1955,01/05/1988,2,01/07/1957,N,0,HEIGHT REFERS TO RIVET
Sir James Knott Flats,NZ29/T59,NZ29T059,436648.85,569037.6,0,3,BOLT,NZ29,01/06/1947,01/11/1978,0,,,1,Could be re-instated from WMs
Sir James Knott Flats,NZ29/T59,NZ29T059,436649.68,569037.77,0,3,CENTRE,NZ29,01/06/1947,01/11/1978,0,,,0,Centre of Twr
Sir James Knott Flats,NZ29/T59,NZ29T059,436648.74,569037.58,0,3,DISC,NS29,01/12/1990,01/12/1990,0,,,0,RISK ASSESSED  8/95
Sir James Knott Flats,NZ29/T59,NZ29T059,436645.78,569037.74,0,3,MAST,NZ29,01/12/1990,01/12/1990,0,,,0,Mast resembles a FS
Sir William Hill,SK39/T27,SK39T027,421537.79,377891.48,429.231,3,PILLAR,SK39,01/06/1948,01/05/1983,1,01/06/1967,N,0,visited 28/04/02
Sir William Nottidge School,TR26/T174,TR26T174,611617.66,165664.28,0,4,RIVET,TR26,01/06/1955,,0,,,0,
Sirhowy,SO11/T210,SO11T210,315211.39,210080.44,0,4,BURIED BLK,SO11,01/06/1955,,0,,,1,Dest 06/80
Sish Lane,TL32/T15,TL32T015,524840.78,225147.4,135.846,3,PILLAR,TL32,01/06/1948,01/06/1975,1,01/11/1958,N,0,
Siss Cross,NZ42/52,NZ42S052,469893.353,510942.224,268.178,2,PILLAR,NZ42,01/06/1948,01/05/1981,1,01/04/1959,N,0,
Sithean A'Mhill,NH16/T15,NH16T015,178444.57,862270.28,222.808,3,PILLAR,NH16,01/06/1958,01/05/1980,2,01/06/1958,N,0,
Sithean Mor,ND25/T18,ND25T018,318372.97,943738.1,190.176,3,PILLAR,ND25,01/06/1952,01/06/1981,1,01/05/1954,N,0,
Sithean Mor,NG80/DM/22,NG80S022DIS,172885.899,786597.806,599.541,2,PILLAR,NG80,01/06/1959,01/08/1978,2,01/06/1959,N,0,
Sithean Mor,NH16/T12,NH16T012,181136.26,871536.55,225.192,3,PILLAR,NH16,01/06/1958,01/05/1980,1,01/08/1957,N,0,
Sithean Mor (North Harris),NG24/H211,NG24H211,103039.41,907705,96.316,4,BOLT,NG24,01/06/1958,,2,01/06/1958,S,0,HT TO BOLT IN ROCK
Sithean Mor (Raasay),NG24/H162,NG24H162,159879.09,847542.68,0,4,BOLT,NG24,01/06/1959,,0,,,0,
Sittingbourne Ch Sp,TQ87/INT32,TQ87I032,590627.54,163654.26,0,4,SPIRE,TQ87,01/06/1950,,0,,,0,
Six Ashes,SJ90/T189,SJ90T189,378967.03,288228.74,0,4,BURIED BLK,SJ90,01/06/1957,01/11/1959,0,,,0,
Six Hills,SK73/11,SK73S011,464114.951,321048.893,133.816,2,PILLAR,SK73,01/06/1949,01/09/1974,1,01/10/1955,N,0,
Skeet Hill,TQ47/T483,TQ47T483,550021.32,164965.42,0,4,BURIED BLK,TQ47,01/06/1954,,0,,,0,
Skeffington,SP69/T31,SP69T031,475368.89,302020.56,203.786,3,PILLAR,SP69,01/06/1949,01/11/1984,1,01/01/1963,N,0,
Skeffling Ch Twr,TA43/T37,TA43T037,537066,419049.47,0,3,BOLT,TA43,01/06/1939,01/05/1987,0,,,0,
Skegby Ch Twr,SK56/T46,SK56T046,449244.99,360973.72,0,3,BOLT,SK56,01/06/1977,01/05/1983,0,,,0,
Skegby Ch Twr,SK56/T46,SK56T046,449244.52,360973.39,0,4,BOLT,SK56,01/06/1953,,0,,,1,Revalued 1977
Skegby Ch Twr,SK56/T46,SK56T046,449244.94,360974.81,0,3,FLAGSTAFF,SK56,01/06/1977,01/05/1983,0,,,0,
Skegby Ch Twr,SK56/T46,SK56T046,449244.23,360974.44,0,4,FLAGSTAFF,SK56,01/06/1953,,0,,,1,Dest 6/62
Skegness Clock Twr Vane,TF47/INT7,TF47I007,556936.17,363938.4,0,3,VANE,TF47,01/06/1950,01/05/1981,0,,,0,
Skegness Gasworks Chy,TF47/INT3,TF47I003,555900.79,362979.06,0,3,CHIMNEY,TF47,01/06/1950,,0,,,1,Dest 05/63
Skegness New Tall Chy,TF47/INT33,TF47I033,555139.86,364732.35,0,4,CHIMNEY,TF47,01/06/1963,,0,,,1,Dest 12/83
Skegness West Chy,TF47/INT5,TF47I005,555139.43,364694.38,0,3,CHIMNEY,TF47,01/06/1950,,0,,,1,Dest 05/81
Skegness Wtr Twr,PP267,PP267,555782.792,364408.125,0,1,BOLT,FIG5,01/06/1938,,0,,,1,STATION MOVED NOW TERTIARY FIX IN BLOCK 53/47
Skegness Wtr Twr,TF47/T15,TF47T015,555783.27,364408.2,0,3,BOLT,TF47,01/06/1950,,0,,,1,Dest 05/81
Skegness Wtr Twr,TF47/T15,TF47T015,555785.86,364406.66,0,3,CENTRE,TF47,01/06/1950,,0,,,1,Dest 05/81
Skelberry,HU46/T9,HU46T009,435346.93,1188122.61,196.596,3,PILLAR,HU46,01/06/1961,01/05/1980,2,01/06/1961,L,0,
Skeleton Twr,SU77/T53,SU77T053,485920.2,150288.86,0,3,RIVET,SU77,01/06/1951,01/05/1978,0,,,0,
Skelfhill Pen,NT72/T92,NT72T092,344159.02,603099.43,532.485,3,PILLAR,NT72,01/06/1957,01/07/1977,2,01/06/1958,N,0,
Skellingthorpe Ch Twr,TF05/T48,TF05T048,492531.8,372098.8,0,3,BOLT,TF05,01/06/1950,,0,,,1,Dest 1980
Skellingthorpe Ch Twr,TF05/T48,TF05T048,492532.23,372098.8,0,3,CENTRE,TF05,01/06/1950,,0,,,1,Refixed 11/88
Skellingthorpe Ch Twr,TF05/T48,TF05T048,492532.29,372098.79,0,3,CENTRE,TF05,01/11/1988,01/10/1980,0,,,0,
Skellingthorpe Ch Twr,TF05/T48,TF05T048,492531.8,372098.8,0,3,RIVET,TF05,01/06/1980,,0,,,1,Refixed 11/88
Skellingthorpe Ch Twr,TF05/T48,TF05T048,492531.86,372098.79,0,3,RIVET,TF05,01/11/1988,,0,,,0,
Skellingthorpe Estate Twr,TF05/T99,TF05T099,494108.11,370598.21,0,3,BOLT,TF05,01/06/1950,,0,,,1,Dest 04/74
Skellyton Bing,NS77/T427,NS77T427,277545.81,651402.68,0,4,BLOCK,NS77,01/06/1955,,0,,,1,Dest 9/71
Skelmersdale Chy,SD30/INT136,SD30I136,346330.18,406201.53,0,4,CHIMNEY,SD30,01/06/1956,,0,,,1,Dest 02/67
Skelmuir Hill,NK03/T28,NK03T028,398605.06,841437.51,149.022,3,PILLAR,NK03,01/06/1953,01/04/1989,1,01/04/1955,N,0,
Skelton Ch Sp,SE38/INT22,SE38I022,435995.71,467956.97,0,3,SPIRE,SE38,01/06/1955,01/03/1975,0,,,0,
Skelton Ch Twr Fs,NZ42/INT70,NZ42I070,466052,518972.81,0,4,FLAGSTAFF,NZ42,01/06/1966,,0,,,1,Dest 08/86
Skelton Golf Course,NZ42/T312,NZ42T312,465012.37,519969.41,0,4,BURIED BLK,NZ42,01/06/1966,,0,,,0,
Skelton Grange Power Stn Chy,SE44/INT45,SE44I045,433660.57,431092.77,0,3,CHIMNEY,A001,01/06/1989,01/06/1989,0,,,1,DEMOLISHED 11/95
